CODGEO,SUPERF,P20_RP,MED20,TP6020,P20_EMPLT,ETOQ21
77223,12.59,221.02222508857,24940,s,115.967370347028,2.0
77224,9.8,65.6404384923688,28360,s,323.434708314406,5.0
77225,12.96,113.0,25070,s,44.049032698632,2.0
77226,10.68,1056.0,28790,s,333.050150355455,8.0
77227,15.9,250.974809343897,23130,s,123.855542576618,3.0
77228,5.53,107.035680915353,21320,s,21.1735711231281,2.0
77229,12.43,618.732655750705,27910,s,537.350407360005,3.0
77230,7.8,64.578313253012,24420,s,19.4528660130043,1.0
77231,6.94,284.953570714333,22960,s,103.266145422641,4.0
77232,6.97,372.110782893023,28160,s,208.947067610659,5.0
77233,1.76,213.834589521644,24870,s,41.3143281232401,2.0
77234,8.04,245.81142439245,28960,s,109.342748830702,4.0
77235,10.11,126.185130052172,23920,s,27.1306782256092,1.0
77236,15.84,144.052989829083,24660,s,21.9743796620329,2.0
77237,9.62,246.0,26050,s,2263.77456046186,6.0
77238,42.19,1518.41714472153,22830,"8,0",912.239728464267,12.0
77239,37.68,578.527611263649,23950,s,262.976819719812,4.0
77240,18.45,881.0,22140,"13,0",298.715957429155,3.0
77241,7.77,685.0,25700,s,371.134355393302,11.0
77242,4.6,234.937330424315,21420,s,61.0054514403117,2.0
77243,5.72,9569.39221536139,24640,"12,0",7365.67771159455,78.0
77244,29.24,313.485068716014,26210,s,108.780449558799,3.0
77245,20.29,172.569141580804,24700,s,51.3038256349646,1.0
77246,22.05,224.0,21780,s,45.794770239664,2.0
77247,11.01,178.946058623809,24350,s,29.2008984358908,1.0
77248,4.03,269.705580315508,30960,s,95.0095188836509,4.0
77249,10.13,2754.68801575057,30460,"5,0",955.541448326689,19.0
77250,4.24,59.5389221556886,24320,s,21.556208090026,1.0
77251,11.97,5316.97584442782,23590,"12,0",10133.7407486401,47.0
77252,7.96,185.149160362937,26820,s,371.121716878556,5.0
77253,6.85,108.092249332393,27550,s,32.506654660563,2.0
77254,9.12,489.389092534292,29080,s,108.004215066624,4.0
77255,4.97,937.741197402017,27090,s,172.445286384721,5.0
77256,5.77,70.7567567567567,23040,s,21.22671093336,2.0
77257,11.16,1448.28935741077,18560,"24,0",1166.92315921858,15.0
77258,3.37,5798.58118375422,21960,"16,0",8872.08257993675,47.0
77259,4.63,952.512278619561,24890,s,442.186995261588,6.0
77260,5.61,707.0,19600,s,332.058162135123,7.0
77261,19.9,527.926380646598,22450,s,283.977281486831,8.0
77262,38.05,211.0,22730,s,90.6164328968861,2.0
77263,5.04,87.0,21890,s,18.0846596663721,2.0
77264,36.3,573.067854859337,26480,s,177.738976817353,3.0
77265,6.58,439.103745098728,23850,s,174.283581197514,4.0
77266,16.28,302.307309912731,27010,s,64.2644341135357,2.0
77267,6.16,159.992449720509,25100,s,17.9796306988028,2.0
77268,4.66,3444.64541094096,28440,"7,0",2016.85881796894,19.0
77269,10.19,731.0,28000,s,242.628393514128,5.0
77270,13.57,346.164985786803,26820,s,159.562246464991,5.0
77271,8.58,57.2537313432836,23330,s,6.13432835820895,1.0
77272,13.91,321.483710187044,23890,s,98.2644610767259,3.0
77273,7.04,202.907726430915,26550,s,42.6699860461972,2.0
77274,6.93,184.707332650303,25010,s,28.7125243717748,2.0
77275,5.38,52.4547117207629,23890,s,14.0134913025383,1.0
77276,7.17,1172.0,25610,"10,0",2118.17569157172,27.0
77277,12.78,647.203237836168,26040,s,223.239797267946,5.0
77278,9.05,154.0,23790,s,83.2767866803679,2.0
77279,20.19,666.668479148903,23890,s,704.494287222673,5.0
77280,2.22,452.01839251999,25030,s,464.903515786421,5.0
77281,1.97,197.713501112475,26340,s,38.9412955390452,3.0
77282,8.67,138.0,23420,s,248.192829836384,3.0
77283,19.15,318.620654610037,24060,s,74.7400872857403,4.0
77284,14.98,23384.7881407018,19590,"22,0",22796.3424456428,225.0
77285,5.34,7849.17218351622,18940,"22,0",3078.59166922454,43.0
77286,7.76,89.6120689655172,26580,s,16.9707946602911,2.0
77287,7.77,198.947539797902,21440,s,36.7257503183114,2.0
77288,8.04,17824.3518922218,19000,"24,0",25460.7849774733,266.0
77289,18.5,149.958761374577,23910,s,35.8658086884614,2.0
77290,5.77,257.557237212617,23830,s,76.0809071325129,4.0
77291,9.84,330.619286011062,23600,s,5094.2988957623,4.0
77292,10.32,448.956168821064,28970,s,110.40175002727,2.0
77293,6.25,383.0,24000,s,86.5853368033297,1.0
77294,29.95,7417.03918662819,22260,"14,0",9705.05610683629,52.0
77295,8.72,528.711387683055,28610,s,130.300308932904,5.0
77296,14.28,6594.04816759173,22210,"15,0",10328.6121658816,35.0
77297,20.27,133.770290061867,25220,s,50.8063539288613,1.0
77298,6.23,187.865925599079,24620,s,40.0655824607954,3.0
77300,4.72,243.451696242266,27350,s,45.9792522451418,2.0
77301,15.35,129.806303884769,22430,s,37.8875713428513,1.0
77302,8.17,818.738959593384,26400,s,212.233187092064,2.0
77303,9.84,93.0,23250,s,22.1254104698581,2.0
77304,5.3,12.0,s,s,7.01056496037278,1.0
77305,9.1,8071.71668958482,16080,"35,0",8897.5231506352,76.0
77306,11.29,193.0,29620,s,1129.31551215353,6.0
77307,5.44,6225.15773722188,26070,"9,0",5087.00702764375,38.0
77308,11.56,284.0,27340,s,52.8424860009189,2.0
77309,12.11,638.329287151517,25700,s,354.586389684745,7.0
77310,7.89,128.046703519198,24770,s,11.8128571017885,1.0
77311,20.37,534.41149091189,24960,s,115.559296505721,4.0
77312,9.2,1177.95178042193,27930,s,393.578336270455,10.0
77313,4.43,100.020325203252,26100,s,20.7190752185597,0.0
77314,16.37,87.3655462184874,22760,s,35.4924507772053,2.0
77315,2.86,1487.20921526031,27790,"6,0",526.359992192457,7.0
77316,33.4,5503.93900704116,25920,"6,0",3624.04079935404,43.0
77317,16.6,1951.0,22500,"11,0",1607.17645110569,15.0
77318,17.84,542.0,26890,s,219.34228622758,5.0
77319,13.2,58.9251700680272,22410,s,3.97162344659277,1.0
77320,16.77,2208.28223076248,24270,"7,0",870.836355959734,13.0
77321,8.67,278.456706720747,22020,s,126.780581608409,2.0
77322,14.81,1237.0,26940,s,1449.47956871183,7.0
77323,7.19,540.013642979528,25910,s,550.825468160252,2.0
77325,8.62,161.980290261117,22400,s,82.2064686745148,2.0
77326,8.56,2188.63289593489,23650,"12,0",751.023027912114,11.0
77327,24.16,3494.9443171638,19390,"21,0",2972.90576130498,29.0
77328,12.92,202.747890824282,26680,s,31.1451521116081,1.0
77329,13.25,235.612509512953,26790,s,354.052167861252,4.0
77330,7.62,2559.19013609265,24730,"8,0",1606.37278820422,16.0
77331,1.25,189.0,21660,s,25.3023126162411,2.0
77332,5.15,108.0,26620,s,16.0425777112054,1.0
77333,10.83,5655.87653782945,18950,"22,0",6665.83529980725,75.0
77335,17.39,893.280443016177,25450,s,1003.60353485608,9.0
77336,15.9,404.483791866482,27490,s,414.339203588666,4.0
77337,4.35,6281.34311252032,20760,"20,0",7933.97372074474,48.0
77338,4.16,218.993989179016,24170,s,36.7141388171602,2.0
77339,29.91,783.218546786512,32610,s,224.500493351236,6.0
77340,11.43,250.392814503145,25730,s,79.9083010237008,5.0
77341,12.24,157.524925579406,23570,s,40.2360183911791,1.0
77342,7.08,48.6607142857143,21010,s,23.1346011982892,1.0
77343,10.12,149.787123222017,24780,s,166.089011809935,5.0
77344,15.17,798.577810201306,25940,s,269.297608362886,6.0
77345,5.87,262.0,23800,s,46.1464707391753,4.0
77347,12.22,335.853890141373,23070,s,205.392644637765,3.0
77348,3.81,99.8826598125439,27810,s,141.85088343862,1.0
77349,13.04,2536.20897401678,26540,"6,0",730.7037199216,14.0
77350,15.58,8315.76207870083,26770,"8,0",4921.26933468523,58.0
77352,11.3,707.697036161648,27340,s,215.138060495323,5.0
77353,9.26,192.462814670871,25220,s,51.6367084952329,2.0
77354,10.41,343.356696381147,25740,s,176.659972336288,7.0
77355,4.25,72.6086956521739,24750,s,14.4625573736456,3.0
77356,4.53,20.5434782608696,s,s,12.1283094236028,1.0
77357,21.07,323.0,24940,s,145.658909542119,4.0
77358,4.34,487.0,25920,s,91.986187753483,4.0
77359,12.22,829.287902447744,28430,s,348.844021091231,6.0
77360,8.94,141.33812815455,25620,s,40.3991940554869,2.0
77361,12.93,178.858817101437,24450,s,65.7255330887135,2.0
77363,6.7,641.118061465058,27200,s,430.723304255216,4.0
77364,3.41,87.9730769230769,26470,s,14.1012229805283,2.0
77365,5.59,215.02411430061,26880,s,67.3039487550441,4.0
77366,3.53,102.0,26380,s,33.25995678448,3.0
77367,8.2,99.9402985074627,24230,s,22.7108884979794,3.0
77368,6.02,197.0,22090,s,417.370899510278,2.0
77369,6.24,279.989197044601,26810,s,731.100749747719,4.0
77370,27.34,349.576966646489,25190,s,111.608375775583,2.0
77371,12.8,1144.34228071271,24830,"7,0",350.247492902616,3.0
77372,7.17,1797.39478809935,26100,"10,0",534.28949244043,11.0
77373,13.64,14693.8350203702,24550,"11,0",9995.53940036002,102.0
77374,9.46,889.0,27900,s,366.552569917971,4.0
77376,4.81,290.570331801048,27150,s,53.7357536436074,3.0
77377,17.39,864.0,27770,s,597.856584036804,7.0
77378,4.1,1394.78029555956,25090,"7,0",618.449224985046,6.0
77379,14.72,5329.21461130052,18760,"26,0",7306.05996690231,88.0
77380,9.21,122.0,24270,s,37.0541030883723,3.0
77381,11.91,235.922571085942,25600,s,52.9205520119322,2.0
77382,10.33,2115.5455038695,26660,"5,0",1195.48141411205,15.0
77383,23.12,306.906811512184,25660,s,82.2752127259438,2.0
77384,13.32,512.016148778666,24830,s,3319.76639601317,6.0
77385,11.05,904.8329580905,21170,"14,0",798.642056493553,13.0
77386,9.35,275.391751612509,30450,s,71.7113850549963,2.0
77387,10.88,178.129010637615,24120,s,48.6426347625789,2.0
77388,5.92,328.0,25160,s,51.2050692951781,2.0
77389,5.85,1756.77486758741,26970,"11,0",938.975680053196,12.0
77390,13.65,8186.50234896487,23790,"12,0",6352.36893295135,49.0
77391,7.62,194.119168363474,22970,s,30.1244900162789,3.0
77392,4.14,295.0,26030,s,66.6060076185336,2.0
77393,3.17,1141.0876378551,25060,s,1093.27857048894,17.0
77394,3.91,1094.37020419838,24710,"7,0",1462.55669874005,11.0
77395,6.61,55.0,23900,s,14.9299595374406,2.0
77396,6.33,40.8163265306122,23650,s,6.05509103301628,1.0
77397,13.8,758.0,22120,s,230.72996894925,4.0
77398,13.98,307.402408910132,22620,s,76.5282405397615,4.0
77400,10.37,704.719996711965,26470,s,174.42503701711,7.0
77401,8.63,266.633825028481,25180,s,47.9356472276422,2.0
77402,14.99,140.638533405296,22030,s,34.7123324145502,4.0
77403,11.46,320.338215922129,25020,s,188.666240525394,6.0
77404,8.16,709.234452468408,22530,s,207.857509263595,4.0
77405,19.1,793.538867082872,24420,s,236.167967465401,8.0
77406,15.12,375.317073602076,26260,s,85.0066913551562,3.0
77407,16.57,6235.7331166062,24780,"9,0",2684.70777515745,37.0
77408,2.75,179.886113365505,26700,s,15.6376847539618,1.0
77409,8.85,1054.79387454909,22760,"11,0",292.451312486364,4.0
77410,7.18,275.716800804225,28160,s,118.691477089173,5.0
77411,10.01,191.173124297142,25140,s,56.469873705695,3.0
77412,2.53,148.937465579234,26330,s,48.1431009735844,2.0
77413,4.81,1472.48483277567,27020,"5,0",530.036067146643,8.0
77414,19.13,180.506943085758,23850,s,88.3440200894407,2.0
77415,13.26,487.0,25630,s,199.978562124505,6.0
77416,7.36,92.4565846113368,26750,s,21.7721632481571,1.0
77417,9.63,101.805776588119,24700,s,27.0559869369304,1.0
77418,10.95,364.312020657787,24120,s,108.637288601365,2.0
77419,2.24,1385.53451744226,23860,"9,0",426.864488687986,10.0
77420,6.26,1417.0,26380,"6,0",974.84411572936,11.0
77421,19.02,105.0,24690,s,35.4708976897635,1.0
77423,10.42,265.0,22910,s,47.0769057460912,4.0
77424,17.06,101.950802777013,22400,s,26.4932568503099,2.0
77425,7.81,304.0,32060,s,50.965319263505,4.0
77426,9.94,148.626285249352,28440,s,74.8166805799145,2.0
77427,7.69,209.869295961098,28000,s,143.696411816353,2.0
77428,5.69,310.065089697647,26370,s,56.1294951114526,3.0
77429,3.79,206.123902226986,24240,s,20.2789022591095,2.0
77430,5.36,2108.89617308293,26270,"5,0",513.856272794783,8.0
77431,21.62,2323.16321369891,24080,"8,0",1688.80547462923,22.0
77432,15.07,409.866578684427,24490,s,221.428870673186,3.0
77433,38.41,795.46041583523,26340,s,209.908670171077,5.0
77434,6.52,164.758077262653,24840,s,75.2292536637185,1.0
77435,7.32,449.0,31930,s,126.257827913205,3.0
77436,12.27,352.130295266213,24380,s,97.0970720779758,4.0
77437,13.78,1338.55225680021,24240,"6,0",1660.16805532113,9.0
77438,4.7,2337.21558169265,26570,"9,0",3731.44156390153,21.0
77439,10.55,392.622079019232,23530,s,121.110772512631,3.0
77440,6.06,418.427292423851,25460,s,190.242543173085,5.0
77441,6.33,885.46358240219,31510,s,365.157443254427,8.0
77442,5.65,1062.0,28500,s,780.614317823982,5.0
77443,5.48,135.88155305125,26750,s,23.0349465666014,2.0
77444,18.21,122.534922540608,23770,s,35.2467509122026,2.0
77445,11.97,10402.924382135,21580,"15,0",6749.58247959156,70.0
77446,6.6,248.819095617313,23150,s,39.8378985739133,3.0
77447,8.53,753.0,33330,s,333.287265431949,6.0
77448,3.22,197.307477526686,25050,s,443.855762005774,1.0
77449,5.65,3988.01443734252,25160,"11,0",9922.59627724083,50.0
77450,7.4,1319.15686193053,28300,"6,0",1804.6648914156,7.0
77451,13.44,248.681098509043,23830,s,89.7681633712228,3.0
77452,4.73,27.4153846153846,s,s,14.0153709503284,1.0
77453,22.47,438.065702390354,27950,s,323.88392551398,3.0
77454,10.12,147.867025843561,24730,s,32.9579343099841,2.0
77455,10.77,829.0,27490,s,410.367790932522,2.0
77456,11.34,319.328248614662,23130,s,36.3408634143067,2.0
77457,6.28,490.586676176193,25420,s,95.7742349159292,3.0
77458,27.63,2171.53152667727,19770,"19,0",1102.23714577273,20.0
77459,23.33,592.541454481408,22510,s,539.635084934716,8.0
77460,12.21,138.087626858973,25980,s,40.3337009308216,2.0
77461,5.37,115.827092136553,25000,s,21.2964496424844,1.0
77462,12.07,313.894449450383,23730,s,203.753064475135,2.0
77463,3.71,1428.51241119158,28380,s,509.202351372254,12.0
77464,5.17,4403.75316501753,24960,"11,0",1573.79437386595,18.0
77465,16.49,272.0,25010,s,53.584053713376,4.0
77466,6.12,160.596978122658,27740,s,31.2549984119516,2.0
77467,7.84,93.1642512077295,22500,s,14.8207708778453,3.0
77468,6.0,9025.97408946951,21260,"18,0",7623.01539682045,75.0
77469,11.34,468.337224423892,25800,s,92.69791694223,5.0
77470,15.47,3289.0,25780,"9,0",3180.96086375787,57.0
77471,13.24,153.0,26190,s,53.1000561092544,2.0
77472,9.28,188.263365253447,24060,s,35.8175905905369,2.0
77473,14.1,189.596755838809,26290,s,54.991789335384,3.0
77474,7.95,255.93491741419,26290,s,102.549705744123,2.0
77475,10.97,1998.92673102469,24640,"8,0",1098.46774219525,15.0
77476,7.46,89.6610169491525,26510,s,14.9345811598104,2.0
77477,8.21,360.566905564301,27830,s,351.421069082545,3.0
77478,13.93,406.731748634387,24150,s,137.964234016169,2.0
77479,6.02,5576.82954935748,25650,"11,0",2105.93809160637,24.0
77480,11.03,345.926712054804,24220,s,112.811441938426,5.0
77481,7.53,74.7956989247312,26600,s,23.8053357331187,2.0
77482,10.02,1484.0,20710,"14,0",1752.44697754756,13.0
77483,8.0,812.915031837972,25680,s,291.335172578626,6.0
77484,4.68,103.563909774436,26780,s,20.5366481937597,2.0
77485,17.16,307.103586599219,29260,s,82.199808210099,3.0
77486,26.98,329.664772455495,25920,s,112.037122055878,3.0
77487,11.64,4563.60173458484,26460,"6,0",5691.87061000724,46.0
77489,8.47,57.3111841836782,24530,s,59.1600484866446,2.0
77490,17.73,279.664400409347,22910,s,34.7689914155202,3.0
77492,25.6,288.0,23140,s,261.11146958279,2.0
77493,7.81,1187.92993265711,24620,"8,0",849.815184983608,10.0
77494,22.42,1000.99506610546,25700,s,445.324724490562,6.0
77495,16.13,3178.39100596096,24520,"9,0",3171.37189231273,14.0
77496,8.89,75.0,24770,s,23.9253136644011,2.0
77498,3.58,112.39508667015,27740,s,36.4916639765625,1.0
77500,16.45,180.973847632925,24340,s,48.1124539319586,2.0
77501,10.94,306.216870669753,25170,s,101.415775216507,3.0
77504,17.46,433.102131780499,25860,s,95.9131606575472,2.0
77505,10.67,135.954030623239,26280,s,29.8832723283498,2.0
77506,18.54,285.508054769403,26040,s,217.401319287937,3.0
77507,20.81,190.033591809287,22940,s,46.3659381411976,3.0
77508,19.09,743.811789084798,28190,s,388.786409306611,6.0
77509,20.6,250.522780554579,23700,s,41.7906815748009,2.0
77510,7.4,393.61264397283,27380,s,196.99730005433,4.0
77511,7.56,250.189165064919,21390,s,380.400063825602,2.0
77512,9.52,463.242632475203,21910,s,192.841460766979,4.0
77513,7.37,2108.50433375731,24220,"10,0",1174.79991953832,13.0
77514,8.29,10449.8888447241,22100,"16,0",4974.50540161115,53.0
77515,5.71,253.082159075117,25850,s,154.186068650056,2.0
77516,10.74,324.895719590561,25910,s,107.589416570144,3.0
77517,9.98,698.902010860212,27210,s,640.679300898589,4.0
77518,10.76,83.8830967358204,29740,s,989.141051715761,2.0
77519,33.27,428.0,22040,s,241.674012629291,9.0
77520,12.25,305.29663341404,27640,s,71.5570648720091,4.0
77521,6.28,729.0,27230,s,145.781368515711,3.0
77522,11.37,121.7780207171,22490,s,34.4423717735335,1.0
77523,9.26,111.924146736681,23400,s,22.5789453704626,2.0
77524,11.33,219.0,24030,s,54.1412445892621,1.0
77525,5.27,139.020360618001,25730,s,33.284937060098,3.0
77526,4.96,94.6570397111913,25210,s,30.8085678867056,2.0
77527,28.44,225.002466256705,28150,s,83.3966145438486,2.0
77528,3.36,426.380731601681,29470,s,303.44484461678,5.0
77529,9.58,577.61488648356,28910,s,161.932201072737,3.0
77530,26.29,122.788361733766,22320,s,33.7863523384962,2.0
77531,12.6,715.366609859654,21920,s,308.658616281015,7.0
77532,10.75,27.421875,s,s,25.2320203646174,1.0
77533,4.42,1015.26972691907,29930,s,858.367253901253,12.0
77534,11.68,319.0,26790,s,239.343006000341,3.0
78003,25.92,1274.70557779977,26170,s,1150.70153571801,14.0
78005,9.44,9015.91012934679,23010,"13,0",4570.43322093804,39.0
78006,10.16,286.650513876343,28930,s,50.5455046069315,2.0
78007,3.0,393.740997651607,40010,s,163.562826669091,1.0
78009,16.3,113.0,26710,s,36.8633494492425,2.0
78010,7.39,464.300629729674,35110,s,378.356996694203,5.0
78013,3.96,171.879554276012,31040,s,56.0027792214221,2.0
78015,6.91,5412.1515133425,28840,"7,0",1817.40798469754,32.0
78020,9.98,356.725930798729,29280,s,126.496680647945,2.0
78029,8.83,4934.29295790239,22380,"14,0",6167.77472515328,40.0
78030,17.14,832.742189645242,32040,s,441.604864650731,10.0
78031,2.37,266.81011073442,28560,s,52.8261682863467,2.0
78033,2.23,461.005648472611,28360,s,132.841950386302,5.0
78034,4.4,366.781239180975,31850,s,117.250855279708,3.0
78036,4.93,227.601969849169,31960,s,34.6497472110154,2.0
78043,6.53,1549.64660287781,37180,s,1194.57598023482,24.0
78048,12.03,552.572172854433,30910,s,837.664292684246,2.0
78049,6.59,674.0,32180,s,135.621487991002,6.0
78050,5.66,251.847928618939,37920,s,128.355501360628,2.0
78053,5.34,184.0,31690,s,56.5889900429586,3.0
78057,6.95,752.947257103585,24970,s,154.952243666595,3.0
78062,18.56,3074.0,29300,"5,0",1183.87327735465,21.0
78068,14.84,347.071985801808,26390,s,92.0416615776029,3.0
78070,4.93,127.115665562374,27610,s,45.5227970153211,3.0
78071,12.52,225.831728945314,26280,s,61.2514023746317,3.0
78072,3.59,112.0,31640,s,24.7608462088054,2.0
78073,5.48,5945.59365116944,27030,"6,0",4353.44213603507,36.0
78076,3.9,117.74921527389,27450,s,19.1045650336855,4.0
78077,25.06,304.840979586166,26480,s,392.229480036059,4.0
78082,5.11,238.977480612716,25800,s,35.1833105363979,3.0
78084,3.96,252.208374408852,31120,s,71.5582838449848,3.0
78087,10.84,796.132930634116,29880,s,418.123981558595,11.0
78089,7.66,2051.0,20770,"15,0",1245.06141550023,20.0
78090,6.92,901.607514030672,27550,s,497.071938665035,5.0
78092,2.76,3700.28214866125,31170,"7,0",1471.67640801009,25.0
78096,10.76,223.865282595054,31450,s,63.4171854632169,3.0
78104,3.75,279.406577463807,27900,s,139.26332605193,4.0
78107,11.38,805.082420802785,26740,s,443.102767388096,9.0
78108,19.55,545.749131785502,31080,s,143.609880071711,4.0
78113,7.34,263.640134563074,29580,s,109.993334010139,2.0
78117,8.07,2553.37404813584,34580,s,5606.53944254656,24.0
78118,4.94,1195.98712071577,23710,"9,0",3580.25357345988,13.0
78120,20.9,706.880833261972,32670,s,540.433992886304,8.0
78123,7.19,7005.80893599568,21900,"17,0",4197.73411746275,44.0
78124,5.02,5840.00449954897,31610,"8,0",3974.91520825917,36.0
78125,22.6,336.498260419173,35070,s,95.1475791121361,3.0
78126,5.82,8418.38124148468,28840,"9,0",3545.16170333033,58.0
78128,9.77,642.126258715356,33660,s,246.798224909739,4.0
78133,7.87,2326.10154227688,31910,"6,0",3871.40591162215,14.0
78138,3.33,3578.12146984363,19240,"23,0",2729.94677252382,31.0
78140,5.1,468.992931777086,31530,s,206.650772446305,5.0
78143,4.88,550.568390709132,36850,s,801.576910519184,9.0
78146,5.08,12814.938025829,32380,"7,0",6728.92607008689,77.0
78147,3.02,179.956128921461,27330,s,95.8311501298812,2.0
78152,6.03,674.0,40000,s,463.412611266373,7.0
78158,7.02,14750.0886914996,32740,"5,0",11682.9785002588,99.0
78160,13.42,2397.0,31910,"5,0",1700.26292235361,20.0
78162,8.73,224.0,34420,s,66.9539920992314,2.0
78163,9.4,137.888841525007,28470,s,54.8379255870159,2.0
78164,17.22,314.921119140506,33520,s,506.945681914327,5.0
78165,6.11,7258.41812827868,25560,"9,0",4387.22879716653,37.0
78168,8.27,1724.0,23750,"12,0",4523.4371390037,16.0
78171,10.71,487.0,29010,s,90.4305194369456,3.0
78172,9.9,14472.3177030462,26620,"10,0",8743.23533998623,97.0
78185,2.02,161.762292067544,30910,s,50.4096468621336,2.0
78188,6.13,145.360734215374,25930,s,37.4087497315664,2.0
78189,14.91,671.0,36920,s,281.085526544286,4.0
78190,3.44,4466.6097287278,37620,"6,0",3461.56387616681,29.0
78192,13.98,511.502798210867,24850,s,119.415270546259,4.0
78193,11.17,442.808712725675,34420,s,124.099621961231,5.0
78194,3.44,92.0,30400,s,12.0681248643098,1.0
78196,5.95,119.54521792431,37910,s,50.3346788232522,2.0
78202,3.84,219.0,25250,s,89.7575331080411,1.0
78206,11.27,1626.62190276147,26180,"8,0",1790.92153552078,17.0
78208,8.51,10887.6199397557,25820,"10,0",13433.3792733395,73.0
78209,11.99,343.331751039887,29510,s,74.5805384592345,2.0
78217,12.77,2675.45602360316,26100,"8,0",2226.01288985578,27.0
78220,19.32,2778.56673096457,28950,"6,0",1275.23724166755,19.0
78224,5.38,1804.62694506358,40020,"5,0",524.444852979162,11.0
78227,2.5,324.524311769266,29680,s,305.527906648891,4.0
78230,3.0,243.146848119032,27860,s,48.5290505696893,2.0
78231,3.18,66.5677419354839,29090,s,20.9577684564881,1.0
78233,12.85,1108.23532872153,41260,s,655.846905608288,9.0
78234,4.31,71.710843373494,25730,s,30.7546740528467,1.0
78236,8.89,232.192437097671,30710,s,71.8138526942572,2.0
78237,1.23,58.6217948717949,26280,s,51.4014496808751,0.0
78238,8.61,1036.17118958876,25560,s,3180.20030551304,11.0
78239,9.69,918.004299267762,24850,s,216.437290654665,11.0
78242,5.43,6052.9222429894,25850,"10,0",1767.74042547513,33.0
78245,3.31,161.83651890616,31190,s,25.0261986505581,2.0
78246,13.06,385.726026801575,28450,s,84.7816178732066,2.0
78255,10.32,1665.5512051781,22580,"12,0",899.195281450476,14.0
78261,4.83,267.716991142301,27410,s,125.356728576069,6.0
78262,4.53,488.308762723413,30020,s,257.181437840155,3.0
78263,23.02,961.755143829444,32310,s,443.851618232445,12.0
78264,18.92,27.6923076923077,s,s,12.9223277392474,1.0
78265,10.69,1048.48873474561,30330,s,345.227482872754,5.0
78267,8.67,3070.95862283509,24210,"10,0",1968.66805392546,23.0
78269,25.8,486.0,32350,s,731.278640204302,9.0
78276,5.67,275.449879992673,24300,s,26.0273551552999,2.0
78278,5.63,201.790144864843,31030,s,88.4975251542755,2.0
78281,4.66,239.68852538515,29020,s,165.844052022965,4.0
78283,6.05,116.0,27920,s,26.9520804716017,1.0
78285,7.11,216.200653817631,30900,s,78.1206453867233,2.0
78289,12.43,356.0,35680,s,123.663849470467,3.0
78290,8.54,430.675314951993,26200,s,73.8470637907857,2.0
78291,9.98,885.352796779316,26810,s,911.468386144166,9.0
78296,7.32,247.0,27220,s,256.995855007107,6.0
78297,13.0,11925.0119364727,24290,"11,0",35951.2582216759,112.0
78299,3.28,1041.26867232041,25290,"9,0",616.506444048589,11.0
78300,7.08,168.472259983344,29960,s,56.5506005356376,2.0
78302,4.86,75.0843373493976,35240,s,26.8597116261352,2.0
78305,6.4,108.043236027272,35080,s,34.766843139129,2.0
78307,18.07,388.399175999738,30160,s,131.334172828591,3.0
78310,10.39,1735.50954489805,23910,"9,0",2547.78390029408,18.0
78311,4.43,14014.3427117754,29660,"8,0",5368.43902204831,76.0
78314,4.8,1522.29507882886,24400,"7,0",398.936102011546,8.0
78317,4.81,286.737271200177,29670,s,133.079111600318,4.0
78320,8.92,276.0,24930,s,49.4399244439748,2.0
78321,9.65,2185.77264398046,32610,"5,0",1150.60307243985,18.0
78322,10.14,3118.04245732845,35220,"5,0",3612.14189368302,36.0
78324,2.82,224.0,26970,s,20.9969065816211,2.0
78325,7.77,242.67807949614,28400,s,67.1450582061463,2.0
78327,9.88,1631.35192081659,25250,"7,0",410.12444558435,7.0
78329,7.67,304.461294635444,27570,s,72.8697562346265,1.0
78334,8.25,644.164950915014,34090,s,134.079337515449,5.0
78335,11.48,6276.72877138281,19770,"20,0",5266.43941468971,40.0
78337,9.35,795.706788387486,25000,s,139.049671071575,3.0
78343,2.48,608.0,40080,s,692.52666534194,9.0
78344,9.38,240.0,26240,s,53.2169129922115,3.0
78346,13.76,599.0,26970,s,221.820107132746,7.0
78349,13.91,205.836639059939,34060,s,54.0132424222709,3.0
78350,5.37,2874.70025766784,35270,"6,0",2234.3996019745,23.0
78354,4.26,2203.29224239189,24070,"7,0",1790.23447960592,22.0
78356,16.64,3500.6293897046,27870,"7,0",3956.24089633682,30.0
78358,6.75,10466.4185005014,35870,"6,0",6724.89612701729,75.0
78361,9.38,17072.0902391253,17180,"30,0",14632.6979342096,176.0
78362,6.06,8355.63413313445,19770,"21,0",4661.9878655484,55.0
78364,4.72,310.320547963374,32200,s,72.1093229167465,3.0
78366,4.0,161.636293584051,33660,s,72.627468335807,3.0
78367,1.77,1396.79313948752,38260,s,697.515036221255,11.0
78368,4.33,635.101892245931,33130,s,244.313640636975,5.0
78372,6.54,7318.7983352415,30900,"6,0",3879.35719598948,51.0
78380,17.3,2373.19876579455,29140,"7,0",1461.67716222901,32.0
78381,7.89,398.0,28950,s,498.414093147947,5.0
78382,3.65,1713.9826366882,28680,"8,0",497.361994970508,7.0
78383,8.32,7880.20797475531,26540,"8,0",5900.47333221656,44.0
78384,2.85,539.067777811602,36430,s,178.248004188158,5.0
78385,3.51,79.5137614678899,28590,s,13.8909435987167,1.0
78389,10.31,672.478502560507,33150,s,874.860276484328,9.0
78391,2.15,163.0,24870,s,35.2833770016311,2.0
