CODGEO,SUPERF,P20_RP,MED20,TP6020,P20_EMPLT,ETOQ21
78396,3.25,2410.15178585711,34820,"5,0",1146.67922770724,15.0
78397,8.95,2765.47249454321,32450,"5,0",1465.16297682887,20.0
78398,6.49,346.355472005751,34440,s,194.561968549533,6.0
78401,3.46,3953.33769130868,21080,"17,0",2924.64813178448,30.0
78402,10.42,1481.8427635349,26560,"6,0",619.645807430119,11.0
78403,4.76,823.890585313128,28150,s,236.06314664527,8.0
78404,5.78,108.375062498588,29670,s,17.3558886466296,0.0
78406,3.06,107.021873046973,50140,s,80.4284032059578,1.0
78407,10.51,238.981945383804,28060,s,62.1670641025241,2.0
78410,9.7,393.257918812656,26990,s,86.3156154088262,2.0
78413,4.4,148.008718892028,26210,s,26.9636782777856,3.0
78415,4.79,208.105740716666,33240,s,82.0296345413829,2.0
78416,3.01,119.765110029084,30250,s,35.2653745288756,1.0
78417,7.98,112.777756763313,29740,s,65.7517141418473,1.0
78418,7.36,5850.92735624566,32120,"6,0",4483.09783766465,38.0
78420,5.71,1175.16619913452,34080,s,1172.93209391582,17.0
78423,11.65,14274.5067081013,30040,"7,0",23073.0861697892,138.0
78431,7.24,1096.24923657338,35290,s,502.234815765103,11.0
78437,7.2,276.721645772017,26520,s,55.4477978141414,3.0
78439,3.54,42.8108108108108,s,s,27.488226512085,1.0
78440,11.99,11559.1730000963,17960,"25,0",12543.1055329212,101.0
78442,2.15,1479.54798859557,31900,s,639.90181044539,9.0
78443,7.52,346.895039123521,32550,s,86.8447964427759,4.0
78444,9.72,313.570205342449,27210,s,63.7167199549378,3.0
78451,1.31,414.947986055286,26670,s,121.434190069447,3.0
78455,5.43,3205.0,36680,"5,0",1467.15224454375,26.0
78460,3.87,459.41035823742,29100,s,140.023470665771,4.0
78464,10.49,375.677760115457,30160,s,94.0412577849151,4.0
78465,14.34,1027.39821277711,29190,s,430.181190890451,8.0
78466,15.33,2517.0,36210,"6,0",2650.94567443098,26.0
78470,16.5,345.024984757498,29880,s,221.713946190799,3.0
78472,9.61,122.431003773454,24380,s,87.7689401673258,1.0
78474,5.94,334.641547316899,26010,s,63.5796130593471,3.0
78475,2.59,154.793767501418,28290,s,33.9820688246671,2.0
78478,10.28,72.0,28920,s,30.0656090782664,1.0
78481,2.84,6783.75715644769,29890,"8,0",3738.64877544504,33.0
78484,11.18,252.052283006787,27780,s,33.4499314849099,3.0
78486,13.47,2930.84925432043,28760,"5,0",2171.41119840941,20.0
78490,18.68,12161.5872980188,25030,"11,0",13718.6475685533,95.0
78497,23.27,362.815282345478,35740,s,123.61490579632,3.0
78498,13.28,17035.2896865568,23450,"14,0",22625.6686991163,178.0
78499,2.57,238.547415538192,30200,s,193.547856606014,2.0
78501,4.62,1062.0,24030,"9,0",1138.55193130155,7.0
78502,1.44,2388.74410169958,25770,"13,0",1690.13079543772,24.0
78505,6.77,156.850851861609,28450,s,30.1758551866,2.0
78506,26.95,345.233756876132,29340,s,197.207996368044,3.0
78513,5.77,944.830454264525,28890,s,1155.85441060291,13.0
78516,10.25,369.170865921706,29460,s,47.6238151935063,4.0
78517,35.19,12649.1855588283,27450,"7,0",12737.2932968929,125.0
78518,2.22,41.0,38090,s,29.1647407163362,1.0
78520,10.55,466.022880332868,29980,s,563.637529603498,11.0
78522,12.59,398.080928095171,34190,s,158.981165858822,4.0
78528,2.96,177.697048745374,22500,s,103.988928618674,1.0
78530,4.54,156.0,26590,s,36.7843262683722,3.0
78531,19.36,2620.24021689399,22380,"13,0",1703.67051136649,23.0
78536,5.45,146.101524909394,27200,s,74.3970550160251,2.0
78537,12.55,2449.46451466704,28970,"5,0",1338.61606569895,25.0
78545,5.01,8481.911276475,26180,"10,0",3109.6594271173,46.0
78548,6.0,192.0,36470,s,33.3820719421394,1.0
78550,5.23,709.86535692811,34380,s,259.722260303858,4.0
78551,51.94,19639.1148746272,32270,"8,0",18519.297887974,269.0
78557,14.0,383.93421913422,27760,s,142.636140180414,2.0
78558,6.48,141.591850912122,26010,s,81.365737571073,2.0
78559,4.39,166.0,29340,s,32.8505176612089,2.0
78561,6.61,169.889426170993,38100,s,133.113512894879,3.0
78562,34.52,574.0,31600,s,225.805410614891,7.0
78564,16.67,264.0,26960,s,44.1290742476561,4.0
78565,6.21,125.491468739228,31820,s,26.751941881202,2.0
78567,15.75,374.519347862146,27180,s,76.5825210909078,3.0
78569,8.16,347.0,29160,s,152.145527457529,9.0
78571,11.74,1877.02784939635,43360,s,932.520151110705,15.0
78575,9.65,3123.98934622315,34300,"5,0",2362.87017228137,35.0
78576,10.15,651.761598681131,32530,s,209.608233631309,4.0
78586,8.46,21215.4200143465,24900,"13,0",11466.4880743897,147.0
78588,2.13,367.066635055778,29800,s,73.6957084889294,3.0
78590,7.9,223.0,34270,s,58.7283204921922,2.0
78591,9.4,885.113033292108,27470,s,559.947069302586,8.0
78597,5.19,248.795756032817,27880,s,87.8653057900408,2.0
78601,46.49,631.0,29510,s,262.860757337311,5.0
78605,3.17,409.64216819581,28920,s,133.932651523479,2.0
78606,4.28,15.0,s,s,12.0115595848534,3.0
78608,2.91,44.528,27050,s,9.72429323153338,1.0
78609,4.36,374.211910531215,28710,s,129.694488248939,3.0
78615,11.17,351.357566495592,29460,s,994.824956797212,8.0
78616,7.09,583.0,29150,s,507.263915515768,10.0
78618,7.8,200.0,27500,s,20.8633427817499,2.0
78620,4.02,395.0,36010,s,541.479816476334,7.0
78621,13.47,11735.7338245767,17960,"25,0",17253.6317863639,156.0
78623,6.03,355.611344809182,29710,s,277.090383135195,5.0
78624,13.58,4887.11632906261,28660,"7,0",1624.53165839689,30.0
78638,8.45,1974.30209017851,28210,"8,0",599.67355963508,8.0
78640,8.93,10313.3525280824,28070,"7,0",40054.6414672965,64.0
78642,9.43,6559.77493959783,27670,"8,0",2577.20336675061,39.0
78643,6.48,3606.88926078804,28650,"12,0",1880.52531872069,18.0
78644,1.77,2403.0,19070,"23,0",2519.36978642956,14.0
78646,26.18,37102.5988383106,32780,"7,0",47175.9693996228,434.0
78647,3.67,347.450219887882,29510,s,82.648973376957,2.0
78650,5.0,6573.17887693212,41900,"5,0",4080.08215960164,64.0
78653,4.43,145.0,32020,s,108.50888131885,1.0
78655,9.6,274.301729223287,34730,s,128.239059372877,3.0
78668,11.79,254.092094536443,25830,s,59.5364930167465,3.0
78672,5.08,2226.95674742641,37150,"5,0",962.777377804798,18.0
78674,10.4,4268.99696828228,28350,"5,0",1508.42735052404,27.0
78677,4.63,207.345699679081,29790,s,68.3422878212789,4.0
78681,6.77,306.190433314288,30170,s,144.312394074842,3.0
78683,5.06,1139.14077737437,31030,s,1819.31861416418,12.0
78686,3.49,7095.87464749808,35280,"5,0",3897.21971346262,43.0
78688,2.38,4585.173434649,34770,"5,0",4205.54150824346,49.0
91001,15.02,121.7248039172,25660,s,37.4897230970884,1.0
91016,25.83,1679.98002666572,21380,"13,0",1124.90905019219,7.0
91017,9.01,578.393415365865,28380,s,226.375902429704,4.0
91021,2.4,5296.53494112126,21510,"20,0",5581.65674393588,71.0
91022,7.4,53.0,26850,s,12.1185173108712,1.0
91027,8.56,14295.1982064186,21910,"17,0",10043.0382601828,103.0
91035,10.59,140.867409494626,24350,s,45.650223690357,3.0
91037,6.5,124.80325040969,26470,s,69.3267052159993,1.0
91038,12.99,516.412175944075,28460,s,230.074808476313,5.0
91041,9.14,380.0,28310,s,818.458558238493,5.0
91044,4.01,1739.48519890786,29630,"6,0",1911.81061908848,10.0
91045,11.3,3204.77862379354,24930,"8,0",1215.56798757812,26.0
91047,8.17,594.655283019935,26040,s,151.512697742453,4.0
91064,9.69,1928.2660677471,33670,"6,0",2460.76917249747,16.0
91067,7.91,53.0,24820,s,14.9312069579962,1.0
91069,15.8,178.768661375134,26180,s,227.512920331425,2.0
91075,3.89,28.35,s,s,49.2213178284417,3.0
91079,12.47,215.627425355125,28200,s,72.0375951081758,4.0
91080,4.58,513.559794421274,25620,s,308.858003195772,3.0
91081,19.06,271.0,25410,s,67.1974569607689,2.0
91085,8.04,1570.44516709352,27150,"6,0",678.898373252039,6.0
91086,6.76,3975.0,26210,"6,0",7786.89865184561,24.0
91093,4.8,238.954725675432,37820,s,103.915018335915,3.0
91095,7.23,849.771271727281,28010,s,457.402653152679,6.0
91097,2.9,3264.52233259743,23610,"12,0",1401.28192305961,15.0
91098,7.01,157.56970797537,26730,s,68.9895190250486,3.0
91099,16.2,1208.98158275956,26600,s,293.931223806455,8.0
91100,20.53,265.579304643739,28260,s,64.7550684102249,2.0
91103,14.56,11048.2242530078,23280,"14,0",11430.9731967544,73.0
91105,6.69,3441.72640037055,25920,"8,0",1258.91828850826,11.0
91106,4.68,524.996552316525,27110,s,145.497271326687,4.0
91109,8.65,473.372465691058,25840,s,817.728427518952,3.0
91111,10.86,1354.14406134486,29630,s,1160.67203788579,16.0
91112,8.39,52.1653543307087,27960,s,13.2103993409432,1.0
91114,6.62,10664.34226291,26810,"11,0",5359.78698190529,87.0
91115,12.9,1493.0,27000,s,2401.48071727897,9.0
91121,15.99,195.094406776441,27350,s,36.9151225531235,2.0
91122,4.17,3910.0,33050,"5,0",1498.22198128063,22.0
91129,17.13,1341.43892306761,27070,s,654.727601677733,8.0
91130,28.67,441.337247029638,27060,s,113.663690656363,5.0
91131,10.47,171.0,27160,s,24.6734520859774,3.0
91132,5.74,466.706532307936,27840,s,236.271796341492,3.0
91135,16.35,901.750101691876,26700,s,977.43564978996,8.0
91136,3.68,964.37944421764,24130,"13,0",1843.96463132208,7.0
91137,7.57,135.104847114362,25500,s,28.0730411058137,1.0
91145,5.13,29.0,s,s,15.0221047259637,1.0
91148,4.8,53.2835820895522,29480,s,20.6235305517885,1.0
91156,7.15,867.561909542413,28560,s,393.764439012604,3.0
91159,10.23,616.790745823311,27380,s,370.463155950913,4.0
91161,5.57,8351.60426663032,22610,"17,0",9853.06458952059,51.0
91174,11.01,21007.7108159297,18320,"26,0",20585.466047477,147.0
91175,15.79,665.403306947,26580,s,192.640874793634,6.0
91179,11.44,1882.3615951434,26020,"7,0",1839.04193419272,12.0
91180,8.31,148.453707147366,31460,s,95.0047946275815,3.0
91184,5.62,114.934188893661,25870,s,20.5303031120162,1.0
91186,3.74,229.738550813528,31230,s,61.0116048219398,2.0
91191,2.48,3841.23398627429,25600,"10,0",1924.62994966245,24.0
91195,8.43,360.173145362007,28240,s,65.8512127705434,2.0
91198,10.04,603.883569410606,27300,s,132.985481637896,2.0
91200,30.64,4810.75480335672,22800,"13,0",4812.06147622732,52.0
91201,15.75,11651.1365960933,25490,"11,0",6573.20320692929,67.0
91204,6.81,317.0859625978,28820,s,249.582646959291,2.0
91207,3.95,2394.84294930407,23340,"13,0",1287.94424648611,21.0
91215,3.58,4300.14209790019,18550,"23,0",1698.44748768618,26.0
91216,4.44,4321.02431392835,28220,"7,0",2158.77201798691,34.0
91223,40.92,10618.2304195681,19760,"19,0",11053.3736765129,129.0
91225,11.65,1379.68532953656,32730,"6,0",458.444318267388,8.0
91226,14.06,2892.93460432154,26570,"5,0",1506.98554675919,25.0
91228,12.7,26242.3105696736,18730,"24,0",40181.4118154999,331.0
91232,4.55,1525.36245295942,25840,"8,0",822.65737101961,19.0
91235,6.51,3249.17783573967,19210,"20,0",5596.73470256146,16.0
91240,3.69,80.5508240250274,27080,s,14.1672492093143,2.0
91243,9.72,838.0,28360,s,442.487305990498,4.0
91244,6.83,596.097998976364,25570,s,273.583115806146,3.0
91247,7.94,186.241538447813,25940,s,52.8143884994331,4.0
91248,5.36,60.3703703703704,24840,s,32.3748272987993,2.0
91249,14.58,1559.44924031379,29360,"5,0",450.723183698845,4.0
91272,11.6,9590.93885143369,34190,"5,0",10058.2729752006,69.0
91273,13.21,302.824075980355,25240,s,58.3451036279248,3.0
91274,9.86,586.0,32800,s,355.051393428116,4.0
91275,5.05,1045.0,30010,s,454.233647304502,9.0
91284,12.68,438.74109345562,26900,s,67.9816126106094,2.0
91286,4.87,9205.43347011216,14570,"43,0",7458.58355278591,59.0
91292,2.61,312.141525867588,27750,s,488.60536298723,2.0
91293,9.19,362.849831346564,28040,s,150.092346969126,6.0
91294,17.3,315.962043918786,26580,s,145.198779751318,3.0
91312,3.82,4099.22645491974,30920,"7,0",2066.97926393203,22.0
91315,12.2,2580.78731470721,27360,"5,0",871.535982714437,11.0
91318,10.67,818.363623147236,29450,s,223.259500112243,5.0
91319,8.24,250.769746443251,30630,s,104.920135550786,2.0
91326,2.24,8343.98482687366,23200,"16,0",4799.22729985049,78.0
91330,7.63,2219.0,28340,"5,0",2753.27532034794,19.0
91332,7.84,574.495594281458,28910,s,179.874373264028,6.0
91333,2.49,1713.0,27360,"8,0",445.171370999194,6.0
91338,14.25,2752.22082478048,30170,"5,0",2719.28758040931,27.0
91339,7.51,2699.01830149746,26440,"10,0",1449.42403742341,13.0
91340,10.4,2792.62985099242,25820,"8,0",8474.00682121429,24.0
91345,4.84,8852.36277617726,23160,"15,0",7258.18878248159,82.0
91347,5.05,2541.75593653089,28180,"11,0",1524.34326438076,18.0
91359,21.58,1168.0,24300,s,529.380684894746,7.0
91363,16.8,3303.31825036151,28300,"7,0",3435.87439233853,19.0
91374,6.0,87.1888412017167,27400,s,15.3844191525458,1.0
91376,6.47,2292.00627341998,27600,"5,0",1450.02253784782,12.0
91377,9.43,22516.7098208972,23710,"16,0",31916.0956814747,172.0
91378,3.16,126.23025927275,29000,s,181.498115313408,1.0
91386,11.09,6324.906613783,26820,"8,0",3418.68736276565,40.0
91390,32.97,1367.81095869826,23930,"6,0",895.836574408505,7.0
91393,10.71,233.0,24450,s,62.1535744292755,2.0
91399,9.95,86.5106382978723,22200,s,26.2272152271181,2.0
91405,33.8,2050.80892219664,27140,"6,0",2147.17883566887,25.0
91408,12.23,546.0,29260,s,139.656716155683,3.0
91411,7.02,709.683066858675,34550,s,410.906252293483,9.0
91412,6.7,298.710313138347,27820,s,61.8306407178275,2.0
91414,8.31,155.508588138988,24510,s,57.0167995877338,2.0
91421,11.22,9418.37243572569,24840,"14,0",5603.73291783473,70.0
91425,3.28,3632.87919432147,25570,"10,0",3863.04836487767,33.0
91432,4.8,5571.24949594104,25520,"10,0",5995.92172954971,23.0
91433,30.85,1765.62818202708,27670,"5,0",1053.65204897035,15.0
91434,4.39,8117.26503133174,24130,"13,0",2943.8839280731,40.0
91435,4.39,226.0,37130,s,99.7103742015335,5.0
91441,5.93,213.3486807845,29100,s,32.7883378378691,2.0
91457,4.52,1716.42592168946,27700,"7,0",843.288784973258,10.0
91458,7.34,1781.69179143669,29880,"5,0",4770.35728200744,10.0
91461,11.33,1661.57202160449,26400,"8,0",1439.78757303529,9.0
91463,5.37,427.639252335964,27500,s,136.687156932425,3.0
91468,1.88,785.29880333377,25500,s,843.459862509575,7.0
91469,10.29,362.056659129736,28090,s,116.134009074066,4.0
91471,7.97,6884.38416205304,32230,"6,0",10386.1322027417,70.0
91473,4.3,68.0,29040,s,18.128818018938,2.0
91477,11.51,15771.7440280727,27970,"9,0",16282.3692732219,124.0
91479,6.14,3154.96870979582,24690,"11,0",4530.26077153309,16.0
91482,7.4,223.0,28500,s,94.0938411009761,3.0
91494,7.58,1599.05409926254,28390,"6,0",2431.96866844656,8.0
91495,9.16,117.721778887045,25990,s,34.2233702335524,2.0
91507,5.14,122.16091979905,27640,s,107.26168957607,2.0
91508,11.27,104.705082083743,30450,s,29.1841579678064,2.0
91511,11.55,885.345276723227,22280,"11,0",313.217886345209,8.0
91514,5.2,3965.79537780251,23230,"13,0",2191.01707293798,54.0
91519,10.35,155.0,27910,s,27.0446395781333,2.0
91521,8.71,11404.8275859452,19550,"23,0",6716.93261711857,82.0
91525,13.4,460.0,29710,s,170.762768251881,4.0
91526,7.16,37.6448598130841,29210,s,8.9281772021488,1.0
91533,13.66,749.796780532418,25450,s,335.22429194312,9.0
91534,13.65,1577.89960253857,33300,s,5889.37865564378,11.0
91538,3.57,285.92430771086,37450,s,797.67062192462,5.0
91540,11.44,2131.69309152576,26400,"6,0",963.332993890195,14.0
91544,8.81,203.846260696528,28590,s,55.9596431259684,2.0
91546,9.89,399.136102736778,31090,s,142.906799811737,2.0
91547,12.0,187.0,26030,s,42.7175646157992,2.0
91549,9.27,14951.3167402022,23760,"15,0",10322.7201229644,101.0
91552,6.31,3931.29375528351,23930,"11,0",2190.21876503512,18.0
91553,4.93,3040.98420871906,28730,"7,0",1244.08199850906,17.0
91556,6.79,158.191582540532,27200,s,36.5531271963461,2.0
91560,3.97,180.709033692724,29250,s,46.4821640507704,2.0
91568,9.03,595.52418232447,32210,s,85.2223507435453,2.0
91570,5.29,8829.59444387644,22570,"15,0",4397.83327513442,56.0
91573,11.59,4467.21813013143,25620,"8,0",2690.62163310614,30.0
91577,3.29,2238.0,26900,"7,0",549.324916534732,9.0
91578,4.37,123.999783923573,35220,s,49.8034780373284,2.0
91579,11.57,1257.90328315384,28960,s,410.745938845184,7.0
91581,4.66,354.705791865397,30380,s,56.560736141734,3.0
91587,7.65,2723.0,26920,"8,0",1496.60468082602,14.0
91589,6.97,15468.0932268937,24980,"13,0",5939.68482003505,85.0
91593,13.6,648.800292440951,28660,s,135.661205849864,4.0
91599,11.52,556.135552337749,27740,s,259.691582784428,4.0
91600,8.56,3068.05160296365,30410,"9,0",1402.51947319315,27.0
91602,7.33,152.048279534205,27780,s,87.5702658121513,4.0
91613,8.47,82.6923076923077,25430,s,31.4272954134195,1.0
91617,8.64,1636.0,26820,"5,0",1763.39846175671,11.0
91619,3.5,112.962137986964,29750,s,113.157895982402,2.0
91629,18.7,241.190514803454,26610,s,50.4208992763411,4.0
91630,12.57,604.001262012051,31110,s,171.148130500086,5.0
91631,5.48,885.022486884179,31860,s,725.094671768131,10.0
91634,6.06,531.0,28000,s,160.147878392994,5.0
91635,3.34,805.814072706577,36570,s,159.444435990883,8.0
91639,8.46,370.243158355562,26070,s,149.982130463495,5.0
91645,9.91,6091.94745169295,35320,"6,0",3451.26363878995,43.0
91648,15.93,925.322572081488,27510,s,1015.32929249772,5.0
91649,6.83,1095.88064299985,26400,s,885.593212898208,3.0
91654,8.7,256.92223932981,27980,s,62.6987364217207,2.0
91657,8.77,11853.2474743355,20770,"19,0",4137.07471424656,54.0
91659,4.56,2015.4918354177,24670,"9,0",2815.83663470813,17.0
91661,7.41,4509.15446066711,28820,"7,0",8306.67680493627,25.0
91662,14.45,292.641487996418,30040,s,60.4731752505974,2.0
91665,3.62,3070.85394011638,26770,"9,0",1864.67843341078,13.0
91666,5.36,948.0,28250,s,1355.69352477841,8.0
91667,2.31,2888.21647288736,30030,"6,0",1140.47875937423,19.0
91671,7.07,232.0,28590,s,73.9037239183246,3.0
91679,6.03,480.16147671204,33800,s,322.582128552555,3.0
91685,1.78,1851.78109053754,27980,"6,0",823.064118015806,7.0
91687,6.07,13055.6838336679,21540,"17,0",8378.07938072018,78.0
91689,9.11,3117.37666142839,28240,"7,0",8960.23909460963,15.0
91691,9.84,12082.4623075224,27500,"8,0",4605.66259677916,83.0
91692,5.18,9699.70081947625,19730,"21,0",15573.8369784695,64.0
92002,9.56,27375.593403168,30990,"8,0",22651.5559220464,201.0
92004,4.82,39065.0397272278,27310,"15,0",22783.5560488891,260.0
92007,4.19,17450.5709170935,20490,"19,0",11475.0874858367,85.0
92009,1.92,13368.6358386481,31490,"9,0",12583.2606442233,81.0
92012,6.17,59417.772923151,34090,"9,0",90145.8747321097,502.0
92014,1.86,9175.27760256451,32800,"8,0",5253.36024594108,67.0
92019,6.38,14838.7420377145,26050,"11,0",7588.95667140776,81.0
92020,2.92,16658.6693438764,29730,"9,0",15194.3607779439,97.0
92022,3.55,9140.47210743271,31640,"8,0",3591.86862524935,45.0
92023,8.77,22696.0989921173,28720,"10,0",18514.2071355588,134.0
92024,3.08,29330.6016734252,21520,"21,0",36191.3467775559,191.0
92025,7.81,35908.5550732657,24070,"16,0",31508.0836531964,214.0
92026,4.17,39514.447568675,31340,"11,0",100483.060628413,265.0
92032,2.51,11035.0661262716,26350,"11,0",7082.00650867003,59.0
92033,2.69,7745.59182513755,35150,"7,0",5338.09563792008,60.0
92035,1.78,13739.802348006,32260,"8,0",10700.9953086928,92.0
92036,11.64,19378.9293710952,17980,"27,0",41930.5931293401,137.0
92040,4.25,32002.2203637645,32610,"8,0",55742.2323884381,219.0
92044,2.41,32574.3504900704,33400,"9,0",60623.9689680361,253.0
92046,2.07,14912.0982975788,25040,"13,0",15399.7386068863,70.0
92047,3.48,655.0,40860,s,879.846545024669,10.0
92048,9.9,19953.4179909913,29810,"10,0",17522.6706379532,155.0
92049,2.07,24093.4265159391,29630,"10,0",29000.6654564434,148.0
92050,12.19,39000.7058289701,21230,"20,0",88087.1589211158,323.0
92051,3.73,28929.0844002407,45580,"8,0",47315.0553837306,299.0
92060,3.43,13300.2233408067,30110,"6,0",14770.3787077519,58.0
92062,3.19,21096.0685153545,30140,"10,0",80522.4895454611,209.0
92063,14.7,34085.2037047818,32040,"7,0",41943.8102929832,233.0
92064,7.56,12832.6016583395,38450,"7,0",17058.5687423069,111.0
92071,3.6,9034.27055206727,34670,"7,0",5778.18680479287,67.0
92072,3.91,10069.2335185405,33000,"9,0",9728.41539953656,74.0
92073,3.79,22021.6201556446,30830,"10,0",28081.7490640312,139.0
92075,1.56,13384.736445778,29700,"9,0",7834.2550252253,77.0
92076,3.08,3545.34498026397,40220,"6,0",2733.72834945154,29.0
92077,3.67,4824.91318740166,36870,"6,0",1851.29726072413,36.0
92078,3.2,9370.22406792244,18240,"26,0",9456.73793956695,63.0
93001,5.76,34274.6916270454,14910,"41,0",34052.196164852,213.0
93005,16.2,30794.2700008259,18310,"28,0",27755.221166836,246.0
93006,2.57,15655.1871902582,18430,"27,0",13655.0036416053,95.0
93007,8.05,20436.0605020198,17040,"32,0",11775.3920206205,125.0
93008,6.77,19278.9904427378,15910,"35,0",30127.3140710398,177.0
93010,5.47,20106.0579663141,16950,"32,0",12436.0101006158,105.0
93013,2.08,6220.58881180282,16520,"34,0",8169.06641342835,44.0
93014,3.95,9047.68247025663,14740,"42,0",5278.80691138335,64.0
93015,4.14,1871.0,26740,"6,0",688.481829583495,16.0
93027,7.52,15980.469837845,14740,"41,0",13102.6786393297,92.0
93029,7.76,27999.3083740645,18080,"29,0",12909.210325418,146.0
93030,3.89,4083.9648436701,16900,"31,0",3081.51087156791,19.0
93031,4.57,20665.5684239151,17250,"30,0",9563.67693333857,116.0
93032,6.83,15553.1736238864,22340,"17,0",5293.27052257108,90.0
93033,1.68,2904.33243896752,29080,"8,0",1027.8233231667,17.0
93039,1.77,3259.68536393215,17380,"31,0",1829.13726965179,16.0
93045,1.26,10845.3481938962,24530,"15,0",5168.50332186658,70.0
93046,7.38,18490.6289752206,21410,"19,0",8450.97750161243,110.0
93047,5.45,9500.39166782153,20370,"23,0",6515.39673001656,75.0
93048,8.92,48931.8959757988,20320,"25,0",56848.4522131999,378.0
93049,3.42,9196.12013275939,25570,"14,0",5944.8085055244,50.0
93050,6.86,14576.5987045145,20430,"20,0",9333.32459184961,75.0
93051,12.95,28472.3864606938,22570,"17,0",27918.4689925019,179.0
93053,5.04,17418.2898643714,17930,"28,0",10733.7627846541,113.0
93055,5.01,25870.3296008196,18950,"27,0",29842.0587074485,240.0
93057,2.92,9687.22247452663,21320,"19,0",5539.80452229151,54.0
93059,3.41,10954.1002173243,15720,"37,0",5551.20746613179,51.0
93061,0.7,8164.06153277043,20910,"23,0",3630.68761002054,37.0
93062,2.24,6706.33905743734,27830,"12,0",4316.3240843715,87.0
93063,3.44,12692.396348113,20050,"24,0",7424.52289585103,62.0
93064,5.91,19098.497807212,21170,"21,0",15048.2013554484,135.0
93066,12.36,46024.7661669807,16200,"35,0",88807.5839978129,357.0
93070,4.31,23439.2820863674,19530,"25,0",36793.0425114675,135.0
93071,7.28,17437.3250613326,16930,"32,0",8732.88606923038,108.0
93072,5.39,13712.71324485,15900,"36,0",8852.98483435803,122.0
93073,22.44,13485.2821468568,21020,"17,0",25227.0374632167,114.0
93074,3.78,2783.32592640724,23170,"14,0",2142.14803591292,24.0
93077,4.04,12613.3207353535,23180,"18,0",5010.16856620541,77.0
93078,10.37,12632.304432258,18620,"23,0",16168.0407756443,102.0
93079,2.31,4557.90925289762,16140,"33,0",4422.62974404411,29.0
94001,1.11,2384.44943624518,23470,"14,0",578.6442840396,15.0
94002,3.67,21118.4242069301,21700,"21,0",11827.8103650954,90.0
94003,2.33,10142.5540116754,23160,"18,0",16931.0678832673,56.0
94004,8.94,6791.79709373278,20700,"19,0",4888.90248783374,78.0
94011,5.51,7138.73519053525,19130,"23,0",9494.81624842752,55.0
94015,3.35,7124.04114190821,30450,"8,0",7376.20931173859,60.0
94016,2.74,13581.6803423939,25010,"15,0",7621.50958429609,69.0
94017,11.3,30734.7991755363,20720,"21,0",17644.972924129,199.0
94018,1.85,13994.7285690947,29380,"9,0",14579.1251790839,99.0
94019,5.27,7534.40300454953,23320,"15,0",5758.17668212381,48.0
94021,4.22,8121.58888897596,21820,"19,0",8207.58531907241,46.0
94022,5.43,19806.5385001564,20330,"23,0",10834.7754446035,109.0
94028,11.46,38878.2726440385,20690,"20,0",55346.3843043884,355.0
94033,5.58,21810.2122706615,24900,"14,0",30181.7220871735,139.0
94034,3.56,11240.5658222812,23210,"14,0",7820.86089050847,60.0
